180481,"Perfekt für die Arbeit mit Kleinkindern, da Teelichter benötigt werden, die einen sichereren Umgang ermöglichen. (Anstelle von länglichen Kerzen). Sehr schönes Design und sehr flexible.",5
160748,Artikel eie beschrieben. Voll zufrieden.,5
169394,Schneller als erwartet angekommen. Sehr zu Frieden mit den originalteilen.,5
199658,"Schöner Teppich für das Kinderzimmer meiner Tochter. Es fallen zwar schnell kleinere Fusseln auf durch die helle Farbe, aber er lässt sich dafür sehr leicht absaugen.",5
191343,"Dankeschön, tolles Ding die Kinder haben sich sehr über Weihnachten drüber gefreut. Die Lampe macht so tolle Effekte im Zimmer und der Preis ist auch fair. Kann gut empfehlen.",5
162265,"habe den unterschrank heute erhalten, er hat eine gute qualität für den preis, war sehr schnell aufgebaut und sieht in unserem neu sanierten bad sehr hochwertig aus. freue mich schon auf den passenden hochschrank der hoffentlich morgen kommt",5
167293,"Lieferung hat zwar lange gedauert, kam dann aber einwandfrei an und die Brille funktioniert super! Völlig neues SehErlebnis!",5
171172,"Gute Qualität! Schöne große und frische Blättern! Früher geliefert als bei dem Lieferdatum stand! Schade nur, das es kein Prime und man für die Versand zahlen muss.",5
170538,"Der Schuh sieht sehr gut aus, das Obermaterial ist leider etwas anfällig auf Staub o.Ä. und wird deswegen schnell schmutzig aber das kann man ja putzen. Preis-Leistung ist für mich hier erfüllt. Klare Kaufempfehlung.",5
171346,"Die Uhr ist ein Geschenk für mein Bruder und er findet sie wunderschön. Die Lieferung ging sehr schnell, alles war in Ordnung, keine Problem. Kann ich nur weiter empfehlen.",5
196593,"Hallo an alle die noch darüber nachdenke, ob man Lebensmittel über das Internet bestellen sollte. In diesem Fall kann ich eine klare Empfehlung geben. Schmecken gut, tun gut, sind gut ;-)",5
163933,"Ich habe diesen Vorrat von 6 Liter gekauft, weil ich ihn täglich (50 ml) trinke und somit erstmal gut eingedeckt bin. Der Saft kam gut verpackt bei mir an. Die Lieferung ging recht schnell. Geschmacklich ist er sehr gut, fruchtiger und klarer, als ich es eigentlich von Granatapfelsaft kenne. Wenn ich mit den Flaschen durch bin, werde ich entscheiden, ob ich hier nochmal bestelle, aber bisher steht dem nix im Weg :)",5
161786,super qualität schnelle lieferung top,5
178838,Macht was es soll. Leicht anzubringen.,5
180221,"Für meine Mobile Sauna , die ich zur Zeit baue.",5
195331,"Kuschelig weich, saugstarkes und niedliches Badetuch.",5
174698,Durch Erweiterung besserer Wirkungsbereich. Erfüllt seinen Zweck.,5
194368,"Super schnelle Lieferung, Speicherriegel Einbau und Fuktion ohne Probleme.",5
189276,Super schnelle Lieferung. Vielen Dank.,5
190637,Habe es für eine Freundin gekauft aber ich habe noch keine Rückmeldung von Ihr bekommen und kann deswegen nichts genaues sagen.,5
175146,"Maus slidet wie ein König über das Mauspad, noch nie ein so krankes Mauspad gehabt... mag übertrieben klingen ist es aber nicht. Durch den Rand habt ihr länger was von dem Mauspad, ABSOLUTER KAUFTIPP!!",5
178218,"Die Echtwachskerzen sind jeweils mit einem beweglichen Plättchen ausgestattet, dass nach dem Einschalten angeleuchtet wird und sich bewegt. Das erzeugt die Illusion einer flackernden Flamme. Mit der Fernbedienung können verschiedene Helligkeitsstufen eingestellt, Ein/Aus-geschaltet oder die Laufzeit über den Timer eingestellt werden. Ich habe das Produkt als Geschenk gekauft. Die Kerzen kamen in einer neutralen Verpackung und waren in Styropor verpackt. Damit können Sie auch im Sommer sicher gegen Beschädigungen geschützt im Keller aufbewahrt werden. Über die Akkulaufzeit kann ich leider noch keine Auskunft geben, aber über die Weihnachtsfeiertag hielten die Batterien locker durch.",5
178736,Hat das gehalten für das ich es gebraucht habe,5
171197,Die Handyhülle passt perfekt. Alles Knöpfe können betätigt werden. Das Handy ist super geschützt. Ich bin begeistert werde mir noch mehr dieser Hüllen kaufen. Absolut zu empfehlen.,5
165940,Alles gut wie man es halt kennt,5
185624,Dank Prime waren die Schuhe schnell da. Der Schuh sieht schick aus und ist bequem. Die Sohle ist schön weich.,5
193502,"Ich liebe dieses produkt so sehr! Es ist einfach, von einem Ort zum anderen zu wechseln! Ich mache viele Projekte in meiner Garage und dies ist das eine, was mich davon abhält, von Mücken gebissen zu werden.",5
197782,"Ich bin sehr glücklich, diesen Barbie Anzug zu finden, er hat zehn wunderschöne kleine Röcke mit zehn Paar Schuhen. Es gibt auch zehn süße Taschen, und zehn kleine Kleiderbügel können den Rock umarmen. Kann den Rock gut schützen.",5
179450,"Die Tabaktasche ist super verarbeitet und ist auch ein echter Hingucker! Man hat Platz für alle wichtigen Utensilien wie Tabak, Filter und Papes, wobei man bei den Papes die doppelt gereihten verwenden sollte, wobei auch die einfachen hinein passen. Bei neuem Tabak wird die Tasche leicht dick, aber das ist ja normal. Ich finde es vom Preis/ Leistungsverhältnis echt gut und hoffe, dass ich mich noch lange an ihr erfreuen kann :)",5
198932,"Eine sehr schöne praktische Kaffeedose im Zeitlosen Ambiente.Hält den Kaffee lange frisch und sieht dazu TOP aus. Praktisch auch noch der Kaffeelot dazu, mit der magnetischen Halterung.So hat man ihn immer parat. Das ganze Zeitlos, Elegant und Ideal.TOP+++++ Kann ich nur empfehlen, besseres kenne ich nicht!!",5
177652,Die Hilfe ermöglicht einfaches Anbringen der Folie auch als Einzelperson!,5
162863,"Ich habe diese Kette für meine Schwester gekauft. Ich finde ein Lebensbaum in Herzform einfach toll. Die Kette sieht wirklich sehr edel aus, auch wenn ich Anfangs skeptisch war Sie nicht wirklich teuer ist. Ich dachte das Sie sicher bald abreißen wird, aber die Kette schaut wirklich sehr robust aus. Denke ich werde noch eine zweite bestellen. Alles in allem, eine super Qualität.",5
8971,"Versand ging zügig, gut verpackt und sieht stabil aus. Leider funktioniert das gute Stück aber immer mal wieder nicht, dann muss es aus dem Netzteil und irgendwann lädt das Handy dann wieder. (Verschiedene Netzteile ausprobiert, Problem taucht immer wieder auf.) Ist für zwischendurch ganz nett, aber nicht wenn man sich drauf verlassen muss, dass es über Nacht lädt.",1
